R,F,M
4610,2,632.07
4398,1,49.8
4632,1,304.25
4398,3,2001.04
4460,2,1090.24
4575,2,284.46000000000004
4644,1,207.8
4454,1,957.97
4548,1,243.76
4465,1,973.8399999999999
4478,2,686.63
4387,17,5475.06
4489,1,152.84
4582,3,1396.99
4540,1,160.42
4454,3,2087.05
4419,2,517.36
4411,1,139.10000000000002
4384,6,2621.38
4408,5,600.0699999999999
4709,1,235.17
4619,1,232.48000000000002
4472,1,299.34000000000003
4414,1,481.75
4412,2,621.75
4594,2,641.9200000000001
4385,10,2069.77
4609,1,305.28000000000003
4405,5,1041.61
4475,1,443.0
4387,14,6484.54
4646,1,158.95000000000002
4386,12,5526.05
4427,11,5228.05
4600,1,93.75
4439,2,779.9
4394,20,7276.9
4392,7,2810.2000000000003
4575,5,2330.41
4464,4,592.97
4708,1,440.0
4454,3,1796.48
4412,6,882.24
4385,5,987.1
4601,5,1561.61
4429,1,422.58
4392,17,2073.09
4455,4,2232.4900000000002
4390,7,2567.06
4406,2,596.1
4505,2,804.02
4400,1,95.34
4693,1,349.27
4470,1,4314.72
4433,2,550.55
4472,1,103.3
4422,8,2337.63
4407,3,2338.6000000000004
4555,6,2628.35
4426,2,324.24
4523,1,149.48
4408,3,1213.16
4455,2,801.51
4517,1,25.5
4749,1,168.6
4421,2,283.15
4385,6,3078.58
4385,3,204.0
4413,1,175.92
4426,1,335.86
4441,1,110.38
4456,1,173.9
4660,1,180.60000000000002
4563,1,80.82
4390,2,178.05
4386,16,2173.32
4425,3,2032.8799999999999
4390,1,269.96
4443,1,1579.51
4387,2,1346.97
4617,1,383.95
