Country,Customer ID,R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
United Kingdom,16930.0,4409,3,378.89,4,4,2,442,Platinum
United Kingdom,16931.0,4388,21,4619.31,5,5,5,555,Titanium
United Kingdom,16932.0,4436,1,206.68,3,2,1,321,Gold
United Kingdom,16933.0,4384,2,578.08,5,3,3,533,Titanium
United Kingdom,16934.0,4437,2,965.03,3,3,4,334,Gold
United Kingdom,16936.0,4408,1,261.9,4,2,2,422,Platinum
United Kingdom,16938.0,4391,4,2752.03,5,4,5,545,Titanium
United Kingdom,16940.0,4435,3,3073.04,3,4,5,345,Gold
United Kingdom,16942.0,4395,9,1957.4,5,5,4,554,Titanium
United Kingdom,16943.0,4594,3,816.73,1,4,3,143,Bronze
United Kingdom,16945.0,4404,19,4345.5,4,5,5,455,Platinum
United Kingdom,16947.0,4618,1,406.48,1,2,2,122,Bronze
United Kingdom,16948.0,4521,3,435.02000000000004,2,4,2,242,Silver
United Kingdom,16949.0,4386,6,1286.27,5,5,4,554,Titanium
United Kingdom,16950.0,4439,3,1199.56,3,4,4,344,Gold
United Kingdom,16951.0,4517,3,1277.75,2,4,4,244,Silver
United Kingdom,16952.0,4492,2,167.61,2,3,1,231,Silver
United Kingdom,16953.0,4413,1,20.8,4,2,1,421,Platinum
United Kingdom,16954.0,4383,9,2085.08,5,5,5,555,Titanium
United Kingdom,16955.0,4567,4,518.67,1,4,3,143,Bronze
United Kingdom,16956.0,4400,1,308.74,4,2,2,422,Platinum
United Kingdom,16957.0,4622,2,416.64,1,3,2,132,Bronze
United Kingdom,16959.0,4470,1,117.35,2,2,1,221,Silver
United Kingdom,16960.0,4421,3,507.05,3,4,3,343,Gold
United Kingdom,16961.0,4499,1,234.17,2,2,1,221,Silver
United Kingdom,16963.0,4570,1,110.55000000000001,1,2,1,121,Bronze
United Kingdom,16965.0,4609,1,201.19,1,2,1,121,Bronze
United Kingdom,16966.0,4391,7,2154.97,5,5,5,555,Titanium
United Kingdom,16967.0,4572,1,319.02,1,2,2,122,Bronze
United Kingdom,16968.0,4387,2,439.43,5,3,2,532,Titanium
United Kingdom,16969.0,4422,3,650.41,3,4,3,343,Gold
United Kingdom,16971.0,4421,1,359.76,3,2,2,322,Gold
United Kingdom,16976.0,4650,1,251.51999999999998,1,2,1,121,Bronze
United Kingdom,16978.0,4460,1,344.33,2,2,2,222,Silver
United Kingdom,16979.0,4386,6,1860.3,5,5,4,554,Titanium
United Kingdom,16980.0,4638,2,1092.3600000000001,1,3,4,134,Bronze
United Kingdom,16982.0,4443,1,384.06,3,2,2,322,Gold
United Kingdom,16983.0,4395,7,1916.71,5,5,4,554,Titanium
United Kingdom,16984.0,4471,2,4735.11,2,3,5,235,Silver
United Kingdom,16985.0,4400,10,5464.12,4,5,5,455,Platinum
United Kingdom,16986.0,4412,2,1873.2,4,3,4,434,Platinum
United Kingdom,16987.0,4386,7,1679.75,5,5,4,554,Titanium
United Kingdom,16988.0,4388,1,126.12,5,2,1,521,Titanium
United Kingdom,16989.0,4390,6,1133.25,5,5,4,554,Titanium
United Kingdom,16990.0,4601,1,179.0,1,2,1,121,Bronze
United Kingdom,16992.0,4393,5,1614.31,5,4,4,544,Titanium
United Kingdom,16996.0,4413,6,1456.96,4,5,4,454,Platinum
United Kingdom,16997.0,4671,3,702.0,1,4,3,143,Bronze
United Kingdom,16998.0,4532,4,295.0,2,4,2,242,Silver
United Kingdom,16999.0,4406,2,484.82,4,3,2,432,Platinum
United Kingdom,17001.0,4383,11,3989.57,5,5,5,555,Titanium
United Kingdom,17002.0,4468,3,1493.73,2,4,4,244,Silver
United Kingdom,17004.0,4429,2,1312.14,3,3,4,334,Gold
United Kingdom,17006.0,4387,4,781.78,5,4,3,543,Titanium
United Kingdom,17007.0,4433,6,889.9300000000001,3,5,3,353,Gold
United Kingdom,17010.0,4401,1,195.36,4,2,1,421,Platinum
United Kingdom,17011.0,4413,1,270.9,4,2,2,422,Platinum
United Kingdom,17014.0,4391,3,590.03,5,4,3,543,Titanium
United Kingdom,17015.0,4411,3,1846.1100000000001,4,4,4,444,Platinum
United Kingdom,17017.0,4385,20,8694.26,5,5,5,555,Titanium
United Kingdom,17018.0,4423,2,920.1,3,3,3,333,Gold
United Kingdom,17019.0,4394,4,1327.16,5,4,4,544,Titanium
United Kingdom,17022.0,4414,1,71.0,4,2,1,421,Platinum
United Kingdom,17024.0,4428,3,95.85,3,4,1,341,Gold
United Kingdom,17025.0,4443,3,357.77,3,4,2,342,Gold
United Kingdom,17026.0,4568,2,154.82999999999998,1,3,1,131,Bronze
United Kingdom,17027.0,4461,6,971.56,2,5,4,254,Silver
United Kingdom,17029.0,4493,2,716.0,2,3,3,233,Silver
United Kingdom,17030.0,4446,1,146.87,3,2,1,321,Gold
United Kingdom,17031.0,4394,2,380.35,5,3,2,532,Titanium
United Kingdom,17033.0,4469,3,1030.1399999999999,2,4,4,244,Silver
United Kingdom,17034.0,4399,3,745.52,4,4,3,443,Platinum
United Kingdom,17035.0,4628,2,433.53000000000003,1,3,2,132,Bronze
United Kingdom,17037.0,4470,1,1267.32,2,2,4,224,Silver
United Kingdom,17038.0,4413,1,112.4,4,2,1,421,Platinum
United Kingdom,17040.0,4520,1,449.72999999999996,2,2,2,222,Silver
United Kingdom,17041.0,4409,3,1071.49,4,4,4,444,Platinum
United Kingdom,17042.0,4385,5,1036.58,5,4,4,544,Titanium
United Kingdom,17043.0,4415,4,1735.18,4,4,4,444,Platinum
United Kingdom,17044.0,4408,1,948.48,4,2,3,423,Platinum
United Kingdom,17045.0,4496,3,339.44,2,4,2,242,Silver
United Kingdom,17046.0,4540,1,642.02,2,2,3,223,Silver
United Kingdom,17047.0,4468,3,1100.9,2,4,4,244,Silver
United Kingdom,17048.0,4500,3,925.35,2,4,3,243,Silver
United Kingdom,17049.0,4385,9,5655.03,5,5,5,555,Titanium
United Kingdom,17050.0,4479,6,3231.7400000000002,2,5,5,255,Silver
United Kingdom,17051.0,4577,1,269.79,1,2,2,122,Bronze
United Kingdom,17052.0,4411,1,467.62,4,2,2,422,Platinum
United Kingdom,17053.0,4513,1,498.48,2,2,3,223,Silver
United Kingdom,17054.0,4411,5,1356.33,4,4,4,444,Platinum
United Kingdom,17058.0,4464,3,1179.89,2,4,4,244,Silver
United Kingdom,17059.0,4412,5,3147.2,4,4,5,445,Platinum
United Kingdom,17060.0,4649,1,234.24,1,2,1,121,Bronze
United Kingdom,17061.0,4456,11,5232.2300000000005,2,5,5,255,Silver
United Kingdom,17062.0,4696,4,533.33,1,4,3,143,Bronze
United Kingdom,17063.0,4404,7,1461.14,4,5,4,454,Platinum
United Kingdom,17064.0,4441,3,867.25,3,4,3,343,Gold
United Kingdom,17068.0,4395,21,4552.14,5,5,5,555,Titanium
United Kingdom,17069.0,4411,9,2709.7,4,5,5,455,Platinum
United Kingdom,17070.0,4497,1,304.24,2,2,2,222,Silver
United Kingdom,17071.0,4411,9,2429.03,4,5,5,455,Platinum
United Kingdom,17073.0,4400,4,1471.44,4,4,4,444,Platinum
United Kingdom,17075.0,4400,4,834.12,4,4,3,443,Platinum
United Kingdom,17076.0,4419,3,841.0799999999999,3,4,3,343,Gold
United Kingdom,17078.0,4419,2,378.2,3,3,2,332,Gold
United Kingdom,17079.0,4461,1,118.80000000000001,2,2,1,221,Silver
United Kingdom,17080.0,4405,2,287.62,4,3,2,432,Platinum
United Kingdom,17081.0,4408,2,288.91,4,3,2,432,Platinum
United Kingdom,17082.0,4416,2,2003.85,3,3,4,334,Gold
United Kingdom,17083.0,4492,3,1405.78,2,4,4,244,Silver
United Kingdom,17084.0,4418,2,2800.91,3,3,5,335,Gold
United Kingdom,17085.0,4506,5,1562.4,2,4,4,244,Silver
United Kingdom,17086.0,4390,6,2050.08,5,5,4,554,Titanium
United Kingdom,17088.0,4411,4,1991.01,4,4,4,444,Platinum
United Kingdom,17090.0,4387,7,1983.5,5,5,4,554,Titanium
United Kingdom,17091.0,4385,9,3827.76,5,5,5,555,Titanium
United Kingdom,17092.0,4433,4,1869.58,3,4,4,344,Gold
United Kingdom,17094.0,4705,1,302.0,1,2,2,122,Bronze
United Kingdom,17095.0,4405,3,1324.16,4,4,4,444,Platinum
United Kingdom,17096.0,4398,4,1022.13,4,4,4,444,Platinum
United Kingdom,17100.0,4401,2,971.74,4,3,4,434,Platinum
United Kingdom,17101.0,4393,4,1621.73,5,4,4,544,Titanium
United Kingdom,17102.0,4644,1,25.5,1,2,1,121,Bronze
United Kingdom,17105.0,4542,2,665.78,2,3,3,233,Silver
United Kingdom,17107.0,4416,6,10949.82,3,5,5,355,Gold
United Kingdom,17109.0,4412,6,935.89,4,5,3,453,Platinum
United Kingdom,17110.0,4548,1,163.3,2,2,1,221,Silver
United Kingdom,17111.0,4430,1,231.60999999999999,3,2,1,321,Gold
United Kingdom,17114.0,4388,8,813.09,5,5,3,553,Titanium
United Kingdom,17115.0,4391,3,837.5,5,4,3,543,Titanium
United Kingdom,17117.0,4671,1,116.2,1,2,1,121,Bronze
United Kingdom,17118.0,4700,1,157.02,1,2,1,121,Bronze
United Kingdom,17119.0,4386,2,606.91,5,3,3,533,Titanium
United Kingdom,17120.0,4616,1,307.46,1,2,2,122,Bronze
United Kingdom,17122.0,4502,1,138.32,2,2,1,221,Silver
United Kingdom,17123.0,4544,1,345.3,2,2,2,222,Silver
United Kingdom,17124.0,4568,1,294.24,1,2,2,122,Bronze
United Kingdom,17125.0,4433,1,253.0,3,2,2,322,Gold
United Kingdom,17126.0,4535,5,1045.0,2,4,4,244,Silver
United Kingdom,17128.0,4717,1,157.09,1,2,1,121,Bronze
United Kingdom,17131.0,4388,5,2840.97,5,4,5,545,Titanium
United Kingdom,17133.0,4398,7,4892.240000000001,4,5,5,455,Platinum
United Kingdom,17134.0,4489,2,413.2,2,3,2,232,Silver
United Kingdom,17135.0,4399,7,1139.73,4,5,4,454,Platinum
United Kingdom,17138.0,4658,1,380.5,1,2,2,122,Bronze
United Kingdom,17139.0,4398,12,10650.77,4,5,5,455,Platinum
United Kingdom,17140.0,4630,1,469.92,1,2,2,122,Bronze
United Kingdom,17142.0,4622,1,579.0,1,2,3,123,Bronze
United Kingdom,17144.0,4384,2,984.57,5,3,4,534,Titanium
United Kingdom,17146.0,4488,3,749.78,2,4,3,243,Silver
United Kingdom,17147.0,4405,4,1714.59,4,4,4,444,Platinum
United Kingdom,17148.0,4434,1,124.88,3,2,1,321,Gold
United Kingdom,17152.0,4577,3,1689.5,1,4,4,144,Bronze
United Kingdom,17153.0,4407,1,213.78,4,2,1,421,Platinum
United Kingdom,17154.0,4458,1,329.34,2,2,2,222,Silver
United Kingdom,17155.0,4400,2,251.7,4,3,1,431,Platinum
United Kingdom,17157.0,4390,2,319.0,5,3,2,532,Titanium
United Kingdom,17158.0,4415,3,1266.97,4,4,4,444,Platinum
United Kingdom,17159.0,4404,3,1538.88,4,4,4,444,Platinum
United Kingdom,17160.0,4414,6,3518.03,4,5,5,455,Platinum
United Kingdom,17162.0,4411,10,1715.46,4,5,4,454,Platinum
United Kingdom,17163.0,4404,2,293.1,4,3,2,432,Platinum
United Kingdom,17164.0,4415,7,2467.35,4,5,5,455,Platinum
United Kingdom,17165.0,4667,1,158.68,1,2,1,121,Bronze
United Kingdom,17166.0,4421,2,206.34,3,3,1,331,Gold
United Kingdom,17169.0,4440,2,835.78,3,3,3,333,Gold
United Kingdom,17171.0,4672,1,224.91,1,2,1,121,Bronze
United Kingdom,17172.0,4461,1,317.76,2,2,2,222,Silver
United Kingdom,17173.0,4388,8,3766.6,5,5,5,555,Titanium
United Kingdom,17174.0,4600,1,59.9,1,2,1,121,Bronze
United Kingdom,17175.0,4427,4,1443.69,3,4,4,344,Gold
United Kingdom,17176.0,4584,1,306.13,1,2,2,122,Bronze
United Kingdom,17179.0,4561,3,711.79,2,4,3,243,Silver
United Kingdom,17180.0,4439,4,783.97,3,4,3,343,Gold
United Kingdom,17181.0,4440,2,239.92000000000002,3,3,1,331,Gold
United Kingdom,17183.0,4390,6,3347.31,5,5,5,555,Titanium
United Kingdom,17186.0,4429,2,144.0,3,3,1,331,Gold
United Kingdom,17187.0,4609,1,203.95,1,2,1,121,Bronze
United Kingdom,17188.0,4394,7,2474.23,5,5,5,555,Titanium
United Kingdom,17189.0,4489,2,391.25,2,3,2,232,Silver
United Kingdom,17190.0,4441,2,444.74,3,3,2,332,Gold
United Kingdom,17191.0,4411,7,2172.28,4,5,5,455,Platinum
United Kingdom,17193.0,4418,7,1699.3,3,5,4,354,Gold
United Kingdom,17194.0,4656,2,388.04,1,3,2,132,Bronze
United Kingdom,17197.0,4412,1,1013.01,4,2,4,424,Platinum
United Kingdom,17198.0,4406,3,723.27,4,4,3,443,Platinum
United Kingdom,17201.0,4436,1,289.78,3,2,2,322,Gold
United Kingdom,17203.0,4418,6,3564.83,3,5,5,355,Gold
United Kingdom,17204.0,4558,4,1564.56,2,4,4,244,Silver
United Kingdom,17205.0,4436,1,384.08,3,2,2,322,Gold
United Kingdom,17206.0,4436,1,204.24,3,2,1,321,Gold
United Kingdom,17211.0,4409,8,2334.16,4,5,5,455,Platinum
United Kingdom,17212.0,4636,1,226.85,1,2,1,121,Bronze
United Kingdom,17213.0,4423,7,2781.23,3,5,5,355,Gold
United Kingdom,17214.0,4443,6,1074.47,3,5,4,354,Gold
United Kingdom,17217.0,4617,1,113.5,1,2,1,121,Bronze
United Kingdom,17218.0,4387,10,2010.77,5,5,4,554,Titanium
United Kingdom,17219.0,4414,1,116.78,4,2,1,421,Platinum
United Kingdom,17220.0,4407,14,3273.22,4,5,5,455,Platinum
United Kingdom,17221.0,4390,2,334.48,5,3,2,532,Titanium
United Kingdom,17222.0,4448,1,328.65,3,2,2,322,Gold
United Kingdom,17223.0,4693,2,433.79,1,3,2,132,Bronze
United Kingdom,17226.0,4691,1,393.49,1,2,2,122,Bronze
United Kingdom,17227.0,4401,6,1043.8700000000001,4,5,4,454,Platinum
United Kingdom,17228.0,4398,8,1939.3700000000001,4,5,4,454,Platinum
United Kingdom,17229.0,4479,2,318.76,2,3,2,232,Silver
United Kingdom,17230.0,4647,8,3638.41,1,5,5,155,Bronze
United Kingdom,17231.0,4395,10,3251.3,5,5,5,555,Titanium
United Kingdom,17232.0,4385,2,417.77,5,3,2,532,Titanium
United Kingdom,17233.0,4418,1,190.88,3,2,1,321,Gold
United Kingdom,17234.0,4565,1,149.89,1,2,1,121,Bronze
United Kingdom,17235.0,4408,2,550.06,4,3,3,433,Platinum
United Kingdom,17236.0,4395,6,941.09,5,5,3,553,Titanium
United Kingdom,17237.0,4394,2,314.69,5,3,2,532,Titanium
United Kingdom,17238.0,4385,17,3978.14,5,5,5,555,Titanium
United Kingdom,17239.0,4695,1,382.5,1,2,2,122,Bronze
United Kingdom,17242.0,4491,2,1135.04,2,3,4,234,Silver
United Kingdom,17243.0,4384,26,8678.55,5,5,5,555,Titanium
United Kingdom,17244.0,4436,1,954.9,3,2,4,324,Gold
United Kingdom,17245.0,4587,1,171.45,1,2,1,121,Bronze
United Kingdom,17247.0,4398,1,286.39,4,2,2,422,Platinum
United Kingdom,17248.0,4503,1,326.90000000000003,2,2,2,222,Silver
United Kingdom,17250.0,4386,2,384.57,5,3,2,532,Titanium
United Kingdom,17251.0,4745,1,269.83,1,2,2,122,Bronze
United Kingdom,17252.0,4499,2,348.91,2,3,2,232,Silver
United Kingdom,17253.0,4401,1,178.26,4,2,1,421,Platinum
United Kingdom,17254.0,4387,2,271.19,5,3,2,532,Titanium
United Kingdom,17255.0,4423,2,362.58,3,3,2,332,Gold
United Kingdom,17256.0,4490,2,285.9,2,3,2,232,Silver
United Kingdom,17259.0,4531,2,626.58,2,3,3,233,Silver
United Kingdom,17262.0,4435,5,1253.3600000000001,3,4,4,344,Gold
United Kingdom,17263.0,4591,1,63.44,1,2,1,121,Bronze
United Kingdom,17265.0,4521,2,578.4,2,3,3,233,Silver
United Kingdom,17266.0,4385,3,371.1,5,4,2,542,Titanium
United Kingdom,17267.0,4510,2,317.2,2,3,2,232,Silver
United Kingdom,17268.0,4490,4,763.64,2,4,3,243,Silver
United Kingdom,17272.0,4425,4,2148.63,3,4,5,345,Gold
United Kingdom,17274.0,4418,1,114.57,3,2,1,321,Gold
United Kingdom,17277.0,4610,2,1065.35,1,3,4,134,Bronze
United Kingdom,17278.0,4624,1,246.04,1,2,1,121,Bronze
United Kingdom,17279.0,4440,1,281.43,3,2,2,322,Gold
United Kingdom,17282.0,4513,3,1689.81,2,4,4,244,Silver
United Kingdom,17284.0,4443,6,1664.68,3,5,4,354,Gold
United Kingdom,17286.0,4404,1,151.37,4,2,1,421,Platinum
United Kingdom,17287.0,4409,7,1049.06,4,5,4,454,Platinum
United Kingdom,17288.0,4392,7,1504.0,5,5,4,554,Titanium
United Kingdom,17289.0,4414,3,1054.41,4,4,4,444,Platinum
United Kingdom,17290.0,4386,2,522.23,5,3,3,533,Titanium
United Kingdom,17291.0,4691,1,550.8000000000001,1,2,3,123,Bronze
United Kingdom,17293.0,4391,9,1876.26,5,5,4,554,Titanium
United Kingdom,17295.0,4411,3,547.0,4,4,3,443,Platinum
United Kingdom,17297.0,4400,1,128.18,4,2,1,421,Platinum
United Kingdom,17298.0,4484,2,498.42,2,3,3,233,Silver
United Kingdom,17299.0,4394,4,656.61,5,4,3,543,Titanium
United Kingdom,17301.0,4404,1,163.24,4,2,1,421,Platinum
United Kingdom,17302.0,4397,5,1135.63,5,4,4,544,Titanium
United Kingdom,17303.0,4744,1,250.04,1,2,1,121,Bronze
United Kingdom,17306.0,4393,19,8631.31,5,5,5,555,Titanium
United Kingdom,17309.0,4478,1,97.75,2,2,1,221,Silver
United Kingdom,17311.0,4461,2,1384.85,2,3,4,234,Silver
United Kingdom,17312.0,4521,3,644.3,2,4,3,243,Silver
United Kingdom,17313.0,4414,1,2328.84,4,2,5,425,Platinum
United Kingdom,17314.0,4407,8,2527.92,4,5,5,455,Platinum
United Kingdom,17315.0,4384,38,6524.13,5,5,5,555,Titanium
United Kingdom,17317.0,4429,3,2600.34,3,4,5,345,Gold
United Kingdom,17320.0,4483,3,1200.6200000000001,2,4,4,244,Silver
United Kingdom,17321.0,4391,2,695.11,5,3,3,533,Titanium
United Kingdom,17323.0,4398,7,921.96,4,5,3,453,Platinum
United Kingdom,17324.0,4400,4,986.48,4,4,4,444,Platinum
United Kingdom,17325.0,4663,1,96.8,1,2,1,121,Bronze
United Kingdom,17329.0,4397,2,523.11,5,3,3,533,Titanium
United Kingdom,17330.0,4405,2,363.9,4,3,2,432,Platinum
United Kingdom,17331.0,4506,1,175.2,2,2,1,221,Silver
United Kingdom,17333.0,4468,1,494.25,2,2,3,223,Silver
United Kingdom,17334.0,4685,2,307.02,1,3,2,132,Bronze
United Kingdom,17337.0,4534,4,2043.18,2,4,4,244,Silver
United Kingdom,17338.0,4400,8,6896.14,4,5,5,455,Platinum
United Kingdom,17339.0,4477,2,243.36,2,3,1,231,Silver
United Kingdom,17340.0,4412,11,12353.29,4,5,5,455,Platinum
United Kingdom,17341.0,4539,3,747.54,2,4,3,243,Silver
United Kingdom,17343.0,4738,1,193.64000000000001,1,2,1,121,Bronze
United Kingdom,17344.0,4429,1,157.62,3,2,1,321,Gold
United Kingdom,17345.0,4398,4,582.0,4,4,3,443,Platinum
United Kingdom,17346.0,4386,15,2667.73,5,5,5,555,Titanium
United Kingdom,17347.0,4469,1,228.96,2,2,1,221,Silver
United Kingdom,17348.0,4397,5,1193.65,5,4,4,544,Titanium
United Kingdom,17349.0,4562,1,98.25,2,2,1,221,Silver
United Kingdom,17350.0,4391,4,1314.36,5,4,4,544,Titanium
United Kingdom,17351.0,4419,3,587.15,3,4,3,343,Gold
United Kingdom,17353.0,4512,2,1740.0,2,3,4,234,Silver
United Kingdom,17354.0,4433,1,1571.26,3,2,4,324,Gold
United Kingdom,17356.0,4694,1,178.22,1,2,1,121,Bronze
United Kingdom,17357.0,4407,2,495.78,4,3,3,433,Platinum
United Kingdom,17358.0,4686,2,372.61,1,3,2,132,Bronze
United Kingdom,17359.0,4394,1,177.24,5,2,1,521,Titanium
United Kingdom,17360.0,4400,3,656.62,4,4,3,443,Platinum
United Kingdom,17361.0,4432,3,519.45,3,4,3,343,Gold
United Kingdom,17362.0,4622,2,312.23,1,3,2,132,Bronze
United Kingdom,17364.0,4383,11,4495.33,5,5,5,555,Titanium
United Kingdom,17365.0,4395,8,5045.81,5,5,5,555,Titanium
United Kingdom,17367.0,4621,1,167.55,1,2,1,121,Bronze
United Kingdom,17368.0,4406,8,2433.87,4,5,5,455,Platinum
United Kingdom,17370.0,4455,4,446.18,2,4,2,242,Silver
United Kingdom,17371.0,4400,3,418.4,4,4,2,442,Platinum
United Kingdom,17372.0,4423,8,1367.88,3,5,4,354,Gold
United Kingdom,17373.0,4423,4,646.92,3,4,3,343,Gold
United Kingdom,17374.0,4601,2,495.77,1,3,3,133,Bronze
United Kingdom,17375.0,4582,3,400.1,1,4,2,142,Bronze
United Kingdom,17376.0,4453,2,203.2,3,3,1,331,Gold
United Kingdom,17377.0,4406,20,4119.97,4,5,5,455,Platinum
United Kingdom,17379.0,4394,1,454.41,5,2,2,522,Titanium
United Kingdom,17381.0,4391,29,20275.61,5,5,5,555,Titanium
United Kingdom,17382.0,4448,1,65.4,3,2,1,321,Gold
United Kingdom,17383.0,4387,1,193.39,5,2,1,521,Titanium
United Kingdom,17384.0,4402,2,336.40000000000003,4,3,2,432,Platinum
United Kingdom,17385.0,4397,1,270.26,5,2,2,522,Titanium
United Kingdom,17386.0,4390,6,2686.42,5,5,5,555,Titanium
United Kingdom,17387.0,4402,2,776.51,4,3,3,433,Platinum
United Kingdom,17388.0,4460,4,1259.56,2,4,4,244,Silver
United Kingdom,17389.0,4383,34,31833.68,5,5,5,555,Titanium
United Kingdom,17391.0,4546,2,508.8,2,3,3,233,Silver
United Kingdom,17392.0,4689,2,453.04,1,3,2,132,Bronze
United Kingdom,17394.0,4602,1,203.86999999999998,1,2,1,121,Bronze
United Kingdom,17396.0,4422,8,7330.8,3,5,5,355,Gold
United Kingdom,17397.0,4405,2,681.41,4,3,3,433,Platinum
United Kingdom,17398.0,4497,3,653.38,2,4,3,243,Silver
United Kingdom,17400.0,4509,5,2141.55,2,4,5,245,Silver
United Kingdom,17402.0,4387,13,2633.85,5,5,5,555,Titanium
United Kingdom,17403.0,4419,1,263.92,3,2,2,322,Gold
United Kingdom,17405.0,4384,3,1031.41,5,4,4,544,Titanium
United Kingdom,17406.0,4716,3,2250.86,1,4,5,145,Bronze
United Kingdom,17408.0,4546,1,32.65,2,2,1,221,Silver
United Kingdom,17409.0,4567,2,771.85,1,3,3,133,Bronze
United Kingdom,17410.0,4399,5,1214.72,4,4,4,444,Platinum
United Kingdom,17411.0,4395,3,778.94,5,4,3,543,Titanium
United Kingdom,17412.0,4385,7,1258.06,5,5,4,554,Titanium
United Kingdom,17414.0,4426,2,778.0,3,3,3,333,Gold
United Kingdom,17415.0,4462,1,507.84,2,2,3,223,Silver
United Kingdom,17416.0,4412,7,6893.42,4,5,5,455,Platinum
United Kingdom,17418.0,4425,2,463.46,3,3,2,332,Gold
United Kingdom,17419.0,4394,12,4226.57,5,5,5,555,Titanium
United Kingdom,17420.0,4433,3,598.83,3,4,3,343,Gold
United Kingdom,17422.0,4399,6,1979.37,4,5,4,454,Platinum
United Kingdom,17423.0,4429,2,698.41,3,3,3,333,Gold
United Kingdom,17425.0,4402,2,759.1700000000001,4,3,3,433,Platinum
United Kingdom,17426.0,4391,6,5037.26,5,5,5,555,Titanium
United Kingdom,17427.0,4454,1,100.8,3,2,1,321,Gold
United Kingdom,17428.0,4383,28,17256.85,5,5,5,555,Titanium
United Kingdom,17429.0,4511,3,524.9200000000001,2,4,3,243,Silver
United Kingdom,17430.0,4415,2,265.76,4,3,2,432,Platinum
United Kingdom,17431.0,4696,1,407.46999999999997,1,2,2,122,Bronze
United Kingdom,17432.0,4401,2,365.76,4,3,2,432,Platinum
United Kingdom,17433.0,4471,1,308.11,2,2,2,222,Silver
United Kingdom,17434.0,4385,7,2373.82,5,5,5,555,Titanium
United Kingdom,17436.0,4384,2,216.29999999999998,5,3,1,531,Titanium
United Kingdom,17438.0,4636,1,388.45000000000005,1,2,2,122,Bronze
United Kingdom,17440.0,4539,3,186.42,2,4,1,241,Silver
United Kingdom,17442.0,4419,6,2248.56,3,5,5,355,Gold
United Kingdom,17446.0,4559,2,120.9,2,3,1,231,Silver
United Kingdom,17447.0,4423,2,541.53,3,3,3,333,Gold
United Kingdom,17449.0,4385,7,2531.01,5,5,5,555,Titanium
United Kingdom,17450.0,4391,46,194390.79,5,5,5,555,Titanium
United Kingdom,17451.0,4384,7,1721.4,5,5,4,554,Titanium
United Kingdom,17453.0,4400,2,486.71999999999997,4,3,2,432,Platinum
United Kingdom,17454.0,4575,4,517.53,1,4,3,143,Bronze
United Kingdom,17455.0,4586,1,131.7,1,2,1,121,Bronze
United Kingdom,17456.0,4748,1,249.86,1,2,1,121,Bronze
United Kingdom,17457.0,4509,5,1737.7,2,4,4,244,Silver
United Kingdom,17458.0,4398,1,327.75,4,2,2,422,Platinum
United Kingdom,17459.0,4426,2,677.05,3,3,3,333,Gold
United Kingdom,17460.0,4477,6,622.4300000000001,2,5,3,253,Silver
United Kingdom,17461.0,4405,3,735.82,4,4,3,443,Platinum
United Kingdom,17462.0,4443,2,675.69,3,3,3,333,Gold
United Kingdom,17463.0,4399,5,1912.43,4,4,4,444,Platinum
United Kingdom,17464.0,4541,1,289.96,2,2,2,222,Silver
United Kingdom,17466.0,4393,2,763.28,5,3,3,533,Titanium
United Kingdom,17468.0,4393,2,137.0,5,3,1,531,Titanium
United Kingdom,17469.0,4399,5,1870.97,4,4,4,444,Platinum
United Kingdom,17470.0,4427,5,1125.07,3,4,4,344,Gold
United Kingdom,17472.0,4574,3,770.7900000000001,1,4,3,143,Bronze
United Kingdom,17475.0,4462,1,194.37,2,2,1,221,Silver
United Kingdom,17480.0,4460,1,511.82,2,2,3,223,Silver
United Kingdom,17481.0,4386,4,1255.59,5,4,4,544,Titanium
United Kingdom,17483.0,4448,3,414.04,3,4,2,342,Gold
United Kingdom,17486.0,4644,1,396.87,1,2,2,122,Bronze
United Kingdom,17489.0,4441,2,376.64,3,3,2,332,Gold
United Kingdom,17490.0,4383,7,2092.32,5,5,5,555,Titanium
United Kingdom,17491.0,4384,10,3558.87,5,5,5,555,Titanium
United Kingdom,17492.0,4631,1,374.57,1,2,2,122,Bronze
United Kingdom,17495.0,4390,2,497.56,5,3,3,533,Titanium
United Kingdom,17496.0,4741,1,271.05,1,2,2,122,Bronze
United Kingdom,17498.0,4458,1,272.22,2,2,2,222,Silver
United Kingdom,17499.0,4672,1,622.88,1,2,3,123,Bronze
United Kingdom,17500.0,4400,3,1138.0,4,4,4,444,Platinum
United Kingdom,17501.0,4603,2,288.6,1,3,2,132,Bronze
United Kingdom,17502.0,4392,4,689.1,5,4,3,543,Titanium
United Kingdom,17503.0,4385,2,558.96,5,3,3,533,Titanium
United Kingdom,17504.0,4589,9,2997.03,1,5,5,155,Bronze
United Kingdom,17505.0,4544,2,1145.84,2,3,4,234,Silver
United Kingdom,17506.0,4458,1,302.2,2,2,2,222,Silver
United Kingdom,17507.0,4644,2,614.33,1,3,3,133,Bronze
United Kingdom,17509.0,4440,8,6083.64,3,5,5,355,Gold
United Kingdom,17510.0,4407,1,308.48,4,2,2,422,Platinum
United Kingdom,17511.0,4385,31,91062.38,5,5,5,555,Titanium
United Kingdom,17512.0,4411,10,2924.9900000000002,4,5,5,455,Platinum
United Kingdom,17513.0,4455,1,513.2,2,2,3,223,Silver
