R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
4461,7,2740.03,2,5,5,255,Silver
4502,2,645.65,2,3,3,233,Silver
4419,3,1290.53,3,3,4,334,Gold
4442,2,1173.12,3,3,4,334,Gold
4395,4,1353.74,5,4,4,544,Titanium
4402,1,170.32,4,1,1,411,Platinum
4435,1,125.79,3,1,1,311,Gold
4408,2,841.2,4,3,3,433,Platinum
4412,1,266.76,4,1,2,412,Platinum
4390,2,52.2,5,3,1,531,Titanium
4393,12,14389.9,5,5,5,555,Titanium
4568,3,710.28,1,3,3,133,Bronze
4386,8,2953.59,5,5,5,555,Titanium
4391,2,726.45,5,3,3,533,Titanium
4644,1,327.25,1,1,2,112,Bronze
4386,4,506.23,5,4,3,543,Titanium
4593,1,519.68,1,1,3,113,Bronze
4490,2,1465.32,2,3,4,234,Silver
4395,9,1486.05,5,5,4,554,Titanium
4460,3,690.59,2,3,3,233,Silver
4402,1,255.39999999999998,4,1,2,412,Platinum
4409,2,589.7,4,3,3,433,Platinum
4401,6,761.59,4,5,3,453,Platinum
4514,1,765.32,2,1,3,213,Silver
4635,1,364.8,1,1,2,112,Bronze
4462,1,1862.0,2,1,4,214,Silver
4590,1,369.2,1,1,2,112,Bronze
4719,1,135.9,1,1,1,111,Bronze
4636,1,125.65,1,1,1,111,Bronze
4531,2,554.38,2,3,3,233,Silver
4392,2,1237.8500000000001,5,3,4,534,Titanium
4468,1,655.75,2,1,3,213,Silver
4390,20,11138.710000000001,5,5,5,555,Titanium
4587,2,468.77000000000004,1,3,2,132,Bronze
4390,4,1366.38,5,4,4,544,Titanium
4406,6,1380.99,4,5,4,454,Platinum
4394,9,1462.59,5,5,4,554,Titanium
4408,1,332.66,4,1,2,412,Platinum
4404,5,2816.13,4,4,5,445,Platinum
4385,2,1025.44,5,3,4,534,Titanium
4540,2,616.15,2,3,3,233,Silver
4386,7,3501.1,5,5,5,555,Titanium
4457,1,277.8,2,1,2,212,Silver
4385,4,434.35,5,4,2,542,Titanium
4418,4,1227.43,3,4,4,344,Gold
4474,2,307.48,2,3,2,232,Silver
4453,4,1268.98,3,4,4,344,Gold
4498,2,1610.15,2,3,4,234,Silver
4595,2,977.77,1,3,4,134,Bronze
4413,2,1316.07,4,3,4,434,Platinum
4433,1,749.1,3,1,3,313,Gold
4628,1,310.05,1,1,2,112,Bronze
4415,1,223.88,4,1,1,411,Platinum
4412,12,5900.25,4,5,5,455,Platinum
4397,1,100.9,5,1,1,511,Titanium
4455,2,290.82,2,3,2,232,Silver
4406,6,1101.97,4,5,4,454,Platinum
4402,1,371.2,4,1,2,412,Platinum
4462,1,311.69,2,1,2,212,Silver
4442,11,8099.49,3,5,5,355,Gold
4408,1,285.67,4,1,2,412,Platinum
4395,1,336.85,5,1,2,512,Titanium
4636,1,58.49,1,1,1,111,Bronze
4530,3,483.73,2,3,2,232,Silver
4447,4,702.92,3,4,3,343,Gold
4391,2,262.97,5,3,2,532,Titanium
4393,9,7044.68,5,5,5,555,Titanium
4653,1,126.7,1,1,1,111,Bronze
4392,5,1583.92,5,4,4,544,Titanium
4630,1,206.21,1,1,1,111,Bronze
4479,2,603.24,2,3,3,233,Silver
4397,1,186.77,5,1,1,511,Titanium
4432,1,463.8,3,1,2,312,Gold
4413,1,147.59,4,1,1,411,Platinum
4451,4,1592.06,3,4,4,344,Gold
4418,3,1137.11,3,3,4,334,Gold
4511,1,114.77,2,1,1,211,Silver
4490,3,1314.45,2,3,4,234,Silver
4420,1,89.94,3,1,1,311,Gold
4440,1,279.94,3,1,2,312,Gold
4440,7,790.86,3,5,3,353,Gold
4455,5,1936.3700000000001,2,4,4,244,Silver
4629,1,102.12,1,1,1,111,Bronze
4402,2,202.37,4,3,1,431,Platinum
4581,2,296.96,1,3,2,132,Bronze
4398,2,326.4,4,3,2,432,Platinum
4594,1,334.54,1,1,2,112,Bronze
4421,2,231.98000000000002,3,3,1,331,Gold
4429,3,546.1999999999999,3,3,3,333,Gold
4553,2,443.49,2,3,2,232,Silver
4430,1,493.07,3,1,2,312,Gold
4498,4,1745.46,2,4,4,244,Silver
4530,1,1220.77,2,1,4,214,Silver
4398,28,6377.62,4,5,5,455,Platinum
4434,1,574.36,3,1,3,313,Gold
4542,1,156.91,2,1,1,211,Silver
4395,3,1265.38,5,3,4,534,Titanium
4418,1,308.94,3,1,2,312,Gold
4436,2,451.3,3,3,2,332,Gold
4426,2,394.71999999999997,3,3,2,332,Gold
4555,1,170.04,2,1,1,211,Silver
4416,1,125.58,3,1,1,311,Gold
4421,3,496.21000000000004,3,3,3,333,Gold
4649,1,279.51,1,1,2,112,Bronze
4391,9,1957.57,5,5,4,554,Titanium
4394,4,942.24,5,4,3,543,Titanium
4386,11,6838.1,5,5,5,555,Titanium
4392,10,1663.13,5,5,4,554,Titanium
4416,1,369.46,3,1,2,312,Gold
4463,3,469.0,2,3,2,232,Silver
4413,4,1151.45,4,4,4,444,Platinum
4391,4,639.63,5,4,3,543,Titanium
4454,2,518.28,3,3,3,333,Gold
4387,4,653.19,5,4,3,543,Titanium
4639,3,4972.3,1,3,5,135,Bronze
4387,10,2726.87,5,5,5,555,Titanium
4398,8,4276.36,4,5,5,455,Platinum
4472,1,267.73,2,1,2,212,Silver
4455,3,444.83,2,3,2,232,Silver
4441,6,702.24,3,5,3,353,Gold
4392,47,20045.13,5,5,5,555,Titanium
4553,1,179.93,2,1,1,211,Silver
4582,1,135.93,1,1,1,111,Bronze
4414,1,537.0,4,1,3,413,Platinum
4402,17,8008.25,4,5,5,455,Platinum
4534,2,735.66,2,3,3,233,Silver
4392,15,5094.17,5,5,5,555,Titanium
4652,1,343.62,1,1,2,112,Bronze
4448,4,381.0,3,4,2,342,Gold
4656,1,121.17,1,1,1,111,Bronze
4408,3,1935.66,4,3,4,434,Platinum
4406,3,1414.01,4,3,4,434,Platinum
4702,1,216.58,1,1,1,111,Bronze
4387,3,724.61,5,3,3,533,Titanium
4395,2,304.23,5,3,2,532,Titanium
4658,2,1489.5,1,3,4,134,Bronze
4408,11,2199.62,4,5,5,455,Platinum
4423,9,1369.54,3,5,4,354,Gold
4391,4,302.11,5,4,2,542,Titanium
4386,48,54534.14,5,5,5,555,Titanium
4454,4,987.86,3,4,4,344,Gold
4596,1,370.79999999999995,1,1,2,112,Bronze
4420,4,3158.13,3,4,5,345,Gold
4436,1,893.59,3,1,3,313,Gold
4461,3,1744.76,2,3,4,234,Silver
4429,2,553.36,3,3,3,333,Gold
4562,1,1109.53,2,1,4,214,Silver
4755,1,106.2,1,1,1,111,Bronze
4476,2,982.0699999999999,2,3,4,234,Silver
4392,3,1043.41,5,3,4,534,Titanium
4488,1,735.6700000000001,2,1,3,213,Silver
4460,1,773.03,2,1,3,213,Silver
4555,1,880.85,2,1,3,213,Silver
4390,32,9743.11,5,5,5,555,Titanium
4595,4,895.61,1,4,3,143,Bronze
4405,5,504.8,4,4,3,443,Platinum
4639,1,88.19999999999999,1,1,1,111,Bronze
4664,1,306.94,1,1,2,112,Bronze
4404,2,1160.07,4,3,4,434,Platinum
4393,6,2420.84,5,5,5,555,Titanium
4691,1,381.32,1,1,2,112,Bronze
4450,1,480.71,3,1,2,312,Gold
4598,2,457.81,1,3,2,132,Bronze
4401,6,4597.02,4,5,5,455,Platinum
4486,4,1370.6,2,4,4,244,Silver
4425,1,219.39,3,1,1,311,Gold
4387,1,248.08,5,1,1,511,Titanium
4565,3,39916.5,1,3,5,135,Bronze
4467,1,410.48,2,1,2,212,Silver
4716,3,876.0,1,3,3,133,Bronze
4391,2,317.53,5,3,2,532,Titanium
4414,2,703.36,4,3,3,433,Platinum
4579,2,993.54,1,3,4,134,Bronze
4401,7,2298.93,4,5,5,455,Platinum
4400,5,1422.52,4,4,4,444,Platinum
4694,6,319.5,1,5,2,152,Bronze
4628,1,484.95,1,1,2,112,Bronze
4406,4,996.1,4,4,4,444,Platinum
4412,3,1567.48,4,3,4,434,Platinum
4392,3,3646.83,5,3,5,535,Titanium
4413,10,2760.56,4,5,5,455,Platinum
4401,1,340.11,4,1,2,412,Platinum
4400,4,1352.75,4,4,4,444,Platinum
4397,5,1551.78,5,4,4,544,Titanium
4517,1,244.8,2,1,1,211,Silver
4628,1,266.4,1,1,2,112,Bronze
4516,1,358.82,2,1,2,212,Silver
4433,2,457.72,3,3,2,332,Gold
4497,3,1633.78,2,3,4,234,Silver
4390,2,2199.31,5,3,5,535,Titanium
4405,2,184.19,4,3,1,431,Platinum
4408,15,11528.48,4,5,5,455,Platinum
4448,1,406.53,3,1,2,312,Gold
4443,4,1471.0,3,4,4,344,Gold
4433,11,3447.4,3,5,5,355,Gold
4552,1,330.11,2,1,2,212,Silver
4401,5,977.9300000000001,4,4,4,444,Platinum
4510,3,982.42,2,3,4,234,Silver
4397,8,1387.99,5,5,4,554,Titanium
4622,1,139.05,1,1,1,111,Bronze
4385,4,1286.7,5,4,4,544,Titanium
4622,2,178.96,1,3,1,131,Bronze
4435,7,2354.25,3,5,5,355,Gold
4429,1,498.74,3,1,3,313,Gold
4608,1,259.45,1,1,2,112,Bronze
4391,17,6580.44,5,5,5,555,Titanium
4387,4,1194.73,5,4,4,544,Titanium
4547,2,1327.16,2,3,4,234,Silver
4623,1,623.5,1,1,3,113,Bronze
4393,1,301.29,5,1,2,512,Titanium
4516,1,520.8000000000001,2,1,3,213,Silver
4400,10,5291.33,4,5,5,455,Platinum
4392,13,4745.69,5,5,5,555,Titanium
4414,1,329.25,4,1,2,412,Platinum
4458,1,280.23,2,1,2,212,Silver
4384,3,961.49,5,3,4,534,Titanium
4386,3,1936.07,5,3,4,534,Titanium
4428,1,401.40000000000003,3,1,2,312,Gold
4384,30,18641.010000000002,5,5,5,555,Titanium
4740,1,158.16,1,1,1,111,Bronze
4401,2,304.47,4,3,2,432,Platinum
4451,3,849.81,3,3,3,333,Gold
4756,1,487.75,1,1,2,112,Bronze
4703,1,158.8,1,1,1,111,Bronze
4408,1,106.56,4,1,1,411,Platinum
4714,1,1289.5,1,1,4,114,Bronze
4391,5,1624.05,5,4,4,544,Titanium
4705,1,135.75,1,1,1,111,Bronze
4454,1,224.14,3,1,1,311,Gold
4643,1,40.5,1,1,1,111,Bronze
4401,5,2206.95,4,4,5,445,Platinum
4750,1,87.5,1,1,1,111,Bronze
4449,3,689.4799999999999,3,3,3,333,Gold
4537,2,622.85,2,3,3,233,Silver
4412,2,402.2,4,3,2,432,Platinum
4453,1,310.62,3,1,2,312,Gold
4397,2,411.41,5,3,2,532,Titanium
4384,16,4777.18,5,5,5,555,Titanium
4384,41,16225.39,5,5,5,555,Titanium
4502,3,1044.32,2,3,4,234,Silver
4443,1,499.32,3,1,3,313,Gold
4386,15,7616.53,5,5,5,555,Titanium
4385,1,3861.0,5,1,5,515,Titanium
4393,3,1079.6100000000001,5,3,4,534,Titanium
4475,2,193.64,2,3,1,231,Silver
4442,4,1268.6999999999998,3,4,4,344,Gold
4470,5,1236.54,2,4,4,244,Silver
4408,6,1827.8,4,5,4,454,Platinum
4740,1,316.58,1,1,2,112,Bronze
4468,2,653.24,2,3,3,233,Silver
4393,4,420.29999999999995,5,4,2,542,Titanium
4384,5,870.12,5,4,3,543,Titanium
4608,1,331.18,1,1,2,112,Bronze
4443,2,894.41,3,3,3,333,Gold
4624,1,101.8,1,1,1,111,Bronze
4701,2,328.35,1,3,2,132,Bronze
4384,8,1661.44,5,5,4,554,Titanium
4429,3,734.94,3,3,3,333,Gold
4470,1,96.6,2,1,1,211,Silver
4393,11,5766.7699999999995,5,5,5,555,Titanium
4559,1,305.75,2,1,2,212,Silver
4434,6,1778.96,3,5,4,354,Gold
4749,1,403.25,1,1,2,112,Bronze
4701,1,585.0,1,1,3,113,Bronze
4608,2,755.75,1,3,3,133,Bronze
4741,2,322.08,1,3,2,132,Bronze
4617,1,409.40000000000003,1,1,2,112,Bronze
4693,1,154.41,1,1,1,111,Bronze
4419,5,1219.4,3,4,4,344,Gold
4449,4,3386.71,3,4,5,345,Gold
4622,2,429.6,1,3,2,132,Bronze
4496,2,612.06,2,3,3,233,Silver
4659,1,197.0,1,1,1,111,Bronze
4600,12,2247.51,1,5,5,155,Bronze
4681,1,321.05,1,1,2,112,Bronze
4384,4,1412.32,5,4,4,544,Titanium
4412,3,1071.99,4,3,4,434,Platinum
4393,2,780.59,5,3,3,533,Titanium
4427,5,1706.57,3,4,4,344,Gold
4449,8,1756.44,3,5,4,354,Gold
4457,1,316.68,2,1,2,212,Silver
4448,2,631.57,3,3,3,333,Gold
4517,3,2515.84,2,3,5,235,Silver
4621,2,514.15,1,3,3,133,Bronze
4505,1,356.0,2,1,2,212,Silver
4414,13,6688.46,4,5,5,455,Platinum
4392,11,10484.99,5,5,5,555,Titanium
4419,2,740.78,3,3,3,333,Gold
4399,5,918.1999999999999,4,4,3,443,Platinum
4510,1,300.36,2,1,2,212,Silver
4449,1,890.85,3,1,3,313,Gold
4531,1,98.45,2,1,1,211,Silver
4666,1,317.15,1,1,2,112,Bronze
4551,2,623.16,2,3,3,233,Silver
4483,7,1810.77,2,5,4,254,Silver
4518,1,254.82,2,1,2,212,Silver
4706,1,178.95000000000002,1,1,1,111,Bronze
4489,1,156.51,2,1,1,211,Silver
4447,1,393.74,3,1,2,312,Gold
4534,2,1506.12,2,3,4,234,Silver
4721,1,119.3,1,1,1,111,Bronze
4405,5,1717.36,4,4,4,444,Platinum
4406,1,408.8,4,1,2,412,Platinum
4398,7,2379.49,4,5,5,455,Platinum
4390,15,2601.56,5,5,5,555,Titanium
4440,2,721.94,3,3,3,333,Gold
4387,2,716.57,5,3,3,533,Titanium
4420,1,615.14,3,1,3,313,Gold
4449,1,128.63,3,1,1,311,Gold
4429,1,255.89999999999998,3,1,2,312,Gold
4737,1,290.51,1,1,2,112,Bronze
4555,1,113.12,2,1,1,211,Silver
4441,9,2332.15,3,5,5,355,Gold
4432,1,240.55,3,1,1,311,Gold
4405,2,486.69,4,3,2,432,Platinum
4426,5,2306.52,3,4,5,345,Gold
4412,3,939.78,4,3,3,433,Platinum
4387,18,7943.22,5,5,5,555,Titanium
4408,15,4668.3,4,5,5,455,Platinum
4584,1,178.39,1,1,1,111,Bronze
4433,6,3672.86,3,5,5,355,Gold
4393,3,641.94,5,3,3,533,Titanium
4385,12,4799.9,5,5,5,555,Titanium
4450,7,4507.01,3,5,5,355,Gold
4447,1,496.44,3,1,3,313,Gold
4433,12,5049.95,3,5,5,355,Gold
4673,1,574.02,1,1,3,113,Bronze
4443,8,694.4,3,5,3,353,Gold
4447,3,1174.35,3,3,4,334,Gold
4478,1,205.3,2,1,1,211,Silver
4657,1,310.46999999999997,1,1,2,112,Bronze
4383,91,60705.74,5,5,5,555,Titanium
4458,4,924.85,2,4,3,243,Silver
4493,1,52.0,2,1,1,211,Silver
4582,1,327.97,1,1,2,112,Bronze
4447,2,570.5,3,3,3,333,Gold
4709,1,165.0,1,1,1,111,Bronze
4386,1,312.62,5,1,2,512,Titanium
4666,1,204.5,1,1,1,111,Bronze
4427,1,267.13,3,1,2,312,Gold
4453,3,2748.31,3,3,5,335,Gold
4468,1,679.68,2,1,3,213,Silver
4486,1,169.99,2,1,1,211,Silver
4716,1,311.71,1,1,2,112,Bronze
4435,1,208.75,3,1,1,311,Gold
4422,3,1049.7,3,3,4,334,Gold
4415,2,714.96,4,3,3,433,Platinum
4591,1,1028.56,1,1,4,114,Bronze
4539,3,356.97,2,3,2,232,Silver
4436,1,173.97,3,1,1,311,Gold
4449,2,600.17,3,3,3,333,Gold
4463,1,2020.52,2,1,4,214,Silver
4512,1,406.09,2,1,2,212,Silver
4470,1,364.5,2,1,2,212,Silver
4383,3,563.94,5,3,3,533,Titanium
4428,1,393.54,3,1,2,312,Gold
4715,1,252.42000000000002,1,1,1,111,Bronze
4749,1,201.60000000000002,1,1,1,111,Bronze
4455,1,158.04,2,1,1,211,Silver
4541,2,467.31,2,3,2,232,Silver
4756,1,115.65,1,1,1,111,Bronze
4395,7,2014.26,5,5,4,554,Titanium
4637,2,773.87,1,3,3,133,Bronze
4412,2,277.05,4,3,2,432,Platinum
4414,10,2802.92,4,5,5,455,Platinum
4387,22,8347.2,5,5,5,555,Titanium
4422,1,427.93,3,1,2,312,Gold
4744,1,418.92,1,1,2,112,Bronze
4755,1,326.0,1,1,2,112,Bronze
4478,2,913.19,2,3,3,233,Silver
4408,7,2314.32,4,5,5,455,Platinum
4458,2,602.51,2,3,3,233,Silver
4440,4,1877.59,3,4,4,344,Gold
4404,1,446.94000000000005,4,1,2,412,Platinum
4423,7,2735.85,3,5,5,355,Gold
4520,1,2007.4,2,1,4,214,Silver
4391,12,2493.76,5,5,5,555,Titanium
4511,1,168.0,2,1,1,211,Silver
4423,3,1245.16,3,3,4,334,Gold
4552,7,3703.29,2,5,5,255,Silver
4391,5,1690.2600000000002,5,4,4,544,Titanium
4596,2,596.85,1,3,3,133,Bronze
4397,6,5955.71,5,5,5,555,Titanium
4552,2,642.41,2,3,3,233,Silver
4423,1,316.88,3,1,2,312,Gold
4569,1,394.14,1,1,2,112,Bronze
4555,1,500.0,2,1,3,213,Silver
4387,4,1535.53,5,4,4,544,Titanium
4399,2,231.86,4,3,1,431,Platinum
4392,4,2183.54,5,4,5,545,Titanium
4708,1,107.45,1,1,1,111,Bronze
4495,1,288.18,2,1,2,212,Silver
4672,1,94.0,1,1,1,111,Bronze
4399,2,1345.53,4,3,4,434,Platinum
4384,3,815.77,5,3,3,533,Titanium
4475,5,716.2,2,4,3,243,Silver
4531,2,626.77,2,3,3,233,Silver
4572,1,349.1,1,1,2,112,Bronze
4414,2,522.51,4,3,3,433,Platinum
4416,4,1056.34,3,4,4,344,Gold
4647,1,267.18,1,1,2,112,Bronze
4467,8,3450.84,2,5,5,255,Silver
4409,4,1358.68,4,4,4,444,Platinum
4554,1,190.53,2,1,1,211,Silver
4392,3,774.9000000000001,5,3,3,533,Titanium
4696,1,574.73,1,1,3,113,Bronze
4447,4,3984.32,3,4,5,345,Gold
4468,1,508.8,2,1,3,213,Silver
4407,1,135.85999999999999,4,1,1,411,Platinum
4441,4,950.36,3,4,4,344,Gold
4706,2,97.7,1,3,1,131,Bronze
4421,1,43.5,3,1,1,311,Gold
4637,2,383.34000000000003,1,3,2,132,Bronze
4402,5,1523.44,4,4,4,444,Platinum
4416,3,1531.93,3,3,4,334,Gold
4398,1,93.78,4,1,1,411,Platinum
4409,2,415.2,4,3,2,432,Platinum
4406,1,171.19,4,1,1,411,Platinum
4596,2,533.3,1,3,3,133,Bronze
4391,5,1041.48,5,4,4,544,Titanium
4405,1,149.29,4,1,1,411,Platinum
4395,3,1191.69,5,3,4,534,Titanium
4645,1,202.11,1,1,1,111,Bronze
4514,1,156.58,2,1,1,211,Silver
4437,3,393.3,3,3,2,332,Gold
4631,1,594.0,1,1,3,113,Bronze
4384,7,3563.94,5,5,5,555,Titanium
4392,2,1425.66,5,3,4,534,Titanium
4647,1,113.5,1,1,1,111,Bronze
4713,1,155.17,1,1,1,111,Bronze
4695,1,494.64,1,1,3,113,Bronze
4409,3,974.52,4,3,4,434,Platinum
4413,1,429.84,4,1,2,412,Platinum
4412,3,571.08,4,3,3,433,Platinum
4384,7,1480.92,5,5,4,554,Titanium
4745,1,211.6,1,1,1,111,Bronze
4666,3,434.59000000000003,1,3,2,132,Bronze
4645,1,249.67,1,1,1,111,Bronze
4408,1,161.64,4,1,1,411,Platinum
4737,1,244.96,1,1,1,111,Bronze
4477,3,234.6,2,3,1,231,Silver
4412,1,126.14,4,1,1,411,Platinum
4721,1,1044.65,1,1,4,114,Bronze
4402,18,7354.62,4,5,5,455,Platinum
4468,1,338.78,2,1,2,212,Silver
4392,3,532.68,5,3,3,533,Titanium
4434,2,467.51,3,3,2,332,Gold
4433,2,538.55,3,3,3,333,Gold
4385,1,513.3,5,1,3,513,Titanium
4496,1,371.56,2,1,2,212,Silver
4397,7,1771.2,5,5,4,554,Titanium
4460,1,454.11,2,1,2,212,Silver
4423,2,1399.92,3,3,4,334,Gold
4398,12,10879.76,4,5,5,455,Platinum
4544,4,235.3,2,4,1,241,Silver
4384,4,3590.41,5,4,5,545,Titanium
4413,3,2564.5,4,3,5,435,Platinum
4475,1,91.32000000000001,2,1,1,211,Silver
4405,3,1134.28,4,3,4,434,Platinum
4478,6,3100.09,2,5,5,255,Silver
4411,2,659.4599999999999,4,3,3,433,Platinum
4415,5,2203.02,4,4,5,445,Platinum
4404,2,1298.43,4,3,4,434,Platinum
4400,2,1262.2,4,3,4,434,Platinum
4385,27,13316.4,5,5,5,555,Titanium
4391,4,1131.56,5,4,4,544,Titanium
4398,12,10994.93,4,5,5,455,Platinum
4745,1,141.04,1,1,1,111,Bronze
4464,1,52.83,2,1,1,211,Silver
4435,5,3610.96,3,4,5,345,Gold
4405,3,1045.2,4,3,4,434,Platinum
4554,1,555.96,2,1,3,213,Silver
4572,6,1000.27,1,5,4,154,Bronze
4713,1,250.0,1,1,1,111,Bronze
4394,5,938.13,5,4,3,543,Titanium
4538,2,121.0,2,3,1,231,Silver
4416,19,14758.220000000001,3,5,5,355,Gold
4395,11,4272.42,5,5,5,555,Titanium
4427,3,62.43,3,3,1,331,Gold
4616,1,267.03,1,1,2,112,Bronze
4447,8,1969.85,3,5,4,354,Gold
4384,1,343.5,5,1,2,512,Titanium
4423,8,3000.2,3,5,5,355,Gold
4415,2,439.99,4,3,2,432,Platinum
4467,1,412.01000000000005,2,1,2,212,Silver
4407,1,440.0,4,1,2,412,Platinum
4385,3,820.14,5,3,3,533,Titanium
4416,2,148.44,3,3,1,331,Gold
4401,8,2557.23,4,5,5,455,Platinum
4637,1,229.33,1,1,1,111,Bronze
4405,11,3994.6,4,5,5,455,Platinum
4404,4,1551.3600000000001,4,4,4,444,Platinum
4391,2,1996.28,5,3,4,534,Titanium
4408,4,1606.01,4,4,4,444,Platinum
4402,3,807.5699999999999,4,3,3,433,Platinum
4556,4,514.15,2,4,3,243,Silver
4546,1,110.92,2,1,1,211,Silver
4390,1,538.46,5,1,3,513,Titanium
4394,1,213.3,5,1,1,511,Titanium
4497,1,85.13000000000001,2,1,1,211,Silver
4671,1,138.06,1,1,1,111,Bronze
4392,9,3546.71,5,5,5,555,Titanium
4437,2,288.97,3,3,2,332,Gold
4390,14,5049.93,5,5,5,555,Titanium
4460,3,1812.66,2,3,4,234,Silver
4387,4,575.63,5,4,3,543,Titanium
4419,1,436.06,3,1,2,312,Gold
4600,1,90.12,1,1,1,111,Bronze
4443,1,477.23,3,1,2,312,Gold
4660,1,217.2,1,1,1,111,Bronze
4395,16,4833.51,5,5,5,555,Titanium
4407,1,279.77,4,1,2,412,Platinum
4411,1,568.6800000000001,4,1,3,413,Platinum
4394,4,800.59,5,4,3,543,Titanium
4734,1,134.55,1,1,1,111,Bronze
4405,4,1400.44,4,4,4,444,Platinum
4433,2,173.16,3,3,1,331,Gold
4401,1,186.01,4,1,1,411,Platinum
4385,3,758.29,5,3,3,533,Titanium
4486,5,1375.71,2,4,4,244,Silver
4390,12,4335.97,5,5,5,555,Titanium
4394,4,681.4200000000001,5,4,3,543,Titanium
4387,7,2666.95,5,5,5,555,Titanium
4414,2,672.5,4,3,3,433,Platinum
4560,4,740.09,2,4,3,243,Silver
4420,1,921.37,3,1,3,313,Gold
4534,3,258.88,2,3,2,232,Silver
4545,1,127.1,2,1,1,211,Silver
4451,2,360.8,3,3,2,332,Gold
4503,13,3681.7200000000003,2,5,5,255,Silver
4407,3,682.9100000000001,4,3,3,433,Platinum
4406,4,720.86,4,4,3,443,Platinum
4559,1,455.3,2,1,2,212,Silver
4433,4,913.6800000000001,3,4,3,343,Gold
4638,3,478.53000000000003,1,3,2,132,Bronze
4429,1,388.58,3,1,2,312,Gold
4453,1,199.8,3,1,1,311,Gold
4398,5,1771.78,4,4,4,444,Platinum
4483,5,1406.59,2,4,4,244,Silver
4418,1,324.57,3,1,2,312,Gold
4436,1,240.68,3,1,1,311,Gold
4409,2,761.74,4,3,3,433,Platinum
4394,14,6776.56,5,5,5,555,Titanium
4391,9,1297.87,5,5,4,554,Titanium
4461,1,48.480000000000004,2,1,1,211,Silver
4435,1,216.39,3,1,1,311,Gold
4419,5,1198.23,3,4,4,344,Gold
4444,9,2920.16,3,5,5,355,Gold
4719,1,104.76,1,1,1,111,Bronze
4411,4,1093.68,4,4,4,444,Platinum
4567,1,298.48,1,1,2,112,Bronze
4434,1,112.46000000000001,3,1,1,311,Gold
4392,13,1591.45,5,5,4,554,Titanium
4419,2,195.15,3,3,1,331,Gold
4393,23,10399.74,5,5,5,555,Titanium
4415,4,776.851,4,4,3,443,Platinum
4393,1,336.40000000000003,5,1,2,512,Titanium
4439,3,1553.18,3,3,4,334,Gold
4387,4,1529.9099999999999,5,4,4,544,Titanium
4426,9,3709.56,3,5,5,355,Gold
4524,1,301.03,2,1,2,212,Silver
4499,4,588.13,2,4,3,243,Silver
4486,4,1534.26,2,4,4,244,Silver
4457,2,675.8,2,3,3,233,Silver
4387,9,2870.2400000000002,5,5,5,555,Titanium
4428,2,1186.35,3,3,4,334,Gold
4398,8,3285.31,4,5,5,455,Platinum
4400,1,243.55,4,1,1,411,Platinum
4472,2,724.76,2,3,3,233,Silver
4435,1,223.36,3,1,1,311,Gold
4517,1,425.32,2,1,2,212,Silver
4387,15,12509.5,5,5,5,555,Titanium
4488,4,1887.2,2,4,4,244,Silver
4574,3,664.0,1,3,3,133,Bronze
4549,4,832.55,2,4,3,243,Silver
4401,1,634.96,4,1,3,413,Platinum
4540,3,447.64000000000004,2,3,2,232,Silver
4587,2,639.5,1,3,3,133,Bronze
4719,2,816.0,1,3,3,133,Bronze
4419,3,646.3,3,3,3,333,Gold
4474,1,337.74,2,1,2,212,Silver
4475,2,877.4399999999999,2,3,3,233,Silver
4392,2,922.53,5,3,3,533,Titanium
4626,1,560.6700000000001,1,1,3,113,Bronze
4428,4,748.5,3,4,3,343,Gold
4405,1,30.0,4,1,1,411,Platinum
4573,5,1024.1000000000001,1,4,4,144,Bronze
4426,1,306.45,3,1,2,312,Gold
4408,9,1600.86,4,5,4,454,Platinum
4700,2,309.8,1,3,2,132,Bronze
4489,1,138.14,2,1,1,211,Silver
4433,1,386.43,3,1,2,312,Gold
4551,2,2222.21,2,3,5,235,Silver
4422,1,301.32,3,1,2,312,Gold
4600,1,76.32000000000001,1,1,1,111,Bronze
4423,4,684.34,3,4,3,343,Gold
4679,1,173.05,1,1,1,111,Bronze
4401,7,2657.13,4,5,5,455,Platinum
4471,4,3831.0699999999997,2,4,5,245,Silver
4456,5,2446.6,2,4,5,245,Silver
4464,3,323.69,2,3,2,232,Silver
4401,3,3435.76,4,3,5,435,Platinum
4432,1,657.23,3,1,3,313,Gold
4435,1,352.70000000000005,3,1,2,312,Gold
4407,4,781.28,4,4,3,443,Platinum
4392,3,1333.68,5,3,4,534,Titanium
4408,5,1426.16,4,4,4,444,Platinum
4500,1,193.75,2,1,1,211,Silver
4391,9,2993.1,5,5,5,555,Titanium
4502,2,254.1,2,3,2,232,Silver
4387,2,239.76,5,3,1,531,Titanium
4635,1,136.8,1,1,1,111,Bronze
4411,1,191.04,4,1,1,411,Platinum
4383,14,6479.4,5,5,5,555,Titanium
4649,2,409.98,1,3,2,132,Bronze
4416,8,2787.4700000000003,3,5,5,355,Gold
4400,1,309.65,4,1,2,412,Platinum
4555,2,712.93,2,3,3,233,Silver
4385,4,1573.53,5,4,4,544,Titanium
4647,1,211.5,1,1,1,111,Bronze
4523,4,2325.12,2,4,5,245,Silver
4584,1,143.1,1,1,1,111,Bronze
4446,4,1060.56,3,4,4,344,Gold
4418,4,976.67,3,4,4,344,Gold
4423,7,3360.77,3,5,5,355,Gold
